:START_ID,:END_ID,:TYPE
1149107,1149361,CITY_IN
1149348,1149361,CITY_IN
1149371,1149361,CITY_IN
1149379,1149361,CITY_IN
1149550,1149361,CITY_IN
1348242,1149361,CITY_IN
1349513,1149361,CITY_IN
1349709,1149361,CITY_IN
1349845,1149361,CITY_IN
1349934,1149361,CITY_IN
1349969,1149361,CITY_IN
1422873,1149361,CITY_IN
1423264,1149361,CITY_IN
1423451,1149361,CITY_IN
1427089,1149361,CITY_IN
1429434,1149361,CITY_IN
1429499,1149361,CITY_IN
1429521,1149361,CITY_IN
1434016,1149361,CITY_IN
1435007,1149361,CITY_IN
1437312,1149361,CITY_IN
1437517,1149361,CITY_IN
1448087,1149361,CITY_IN
1451863,1149361,CITY_IN
1452109,1149361,CITY_IN
1453103,1149361,CITY_IN
1453777,1149361,CITY_IN
1454590,1149361,CITY_IN
1455430,1149361,CITY_IN
1456960,1149361,CITY_IN
1459933,1149361,CITY_IN
1464552,1149361,CITY_IN
1464922,1149361,CITY_IN
1465349,1149361,CITY_IN
1467349,1149361,CITY_IN
1467433,1149361,CITY_IN
1467505,1149361,CITY_IN
1467976,1149361,CITY_IN
1468514,1149361,CITY_IN
1469237,1149361,CITY_IN
1469706,1149361,CITY_IN
1474140,1149361,CITY_IN
1476203,1149361,CITY_IN
8534261,1149361,CITY_IN
8534687,1149361,CITY_IN
3576022,3576396,CITY_IN
3576050,3576396,CITY_IN
3576057,3576396,CITY_IN
3576074,3576396,CITY_IN
3576144,3576396,CITY_IN
3576260,3576396,CITY_IN
3576311,3576396,CITY_IN
3576361,3576396,CITY_IN
3576397,3576396,CITY_IN
3573364,3573511,CITY_IN
3573374,3573511,CITY_IN
3573375,3573511,CITY_IN
3573378,3573511,CITY_IN
3573380,3573511,CITY_IN
3573385,3573511,CITY_IN
3573407,3573511,CITY_IN
3573418,3573511,CITY_IN
3573420,3573511,CITY_IN
3573456,3573511,CITY_IN
3573466,3573511,CITY_IN
3573473,3573511,CITY_IN
3573496,3573511,CITY_IN
11205445,3573511,CITY_IN
363200,783754,CITY_IN
363243,783754,CITY_IN
363285,783754,CITY_IN
363288,783754,CITY_IN
363298,783754,CITY_IN
363320,783754,CITY_IN
363341,783754,CITY_IN
363363,783754,CITY_IN
363380,783754,CITY_IN
363383,783754,CITY_IN
363409,783754,CITY_IN
781061,783754,CITY_IN
781093,783754,CITY_IN
781110,783754,CITY_IN
781127,783754,CITY_IN
781132,783754,CITY_IN
781139,783754,CITY_IN
781144,783754,CITY_IN
781158,783754,CITY_IN
781176,783754,CITY_IN
781182,783754,CITY_IN
781185,783754,CITY_IN
781212,783754,CITY_IN
781213,783754,CITY_IN
781250,783754,CITY_IN
781260,783754,CITY_IN
781269,783754,CITY_IN
781280,783754,CITY_IN
781326,783754,CITY_IN
781335,783754,CITY_IN
781343,783754,CITY_IN
781376,783754,CITY_IN
781379,783754,CITY_IN
781382,783754,CITY_IN
781405,783754,CITY_IN
781415,783754,CITY_IN
781443,783754,CITY_IN
781468,783754,CITY_IN
781472,783754,CITY_IN
781481,783754,CITY_IN
781487,783754,CITY_IN
781506,783754,CITY_IN
781521,783754,CITY_IN
781563,783754,CITY_IN
781578,783754,CITY_IN
781580,783754,CITY_IN
781599,783754,CITY_IN
781601,783754,CITY_IN
781621,783754,CITY_IN
781664,783754,CITY_IN
781667,783754,CITY_IN
781690,783754,CITY_IN
781699,783754,CITY_IN
781740,783754,CITY_IN
781763,783754,CITY_IN
781778,783754,CITY_IN
781795,783754,CITY_IN
781798,783754,CITY_IN
781862,783754,CITY_IN
781877,783754,CITY_IN
781903,783754,CITY_IN
781919,783754,CITY_IN
781920,783754,CITY_IN
781924,783754,CITY_IN
781927,783754,CITY_IN
781951,783754,CITY_IN
781962,783754,CITY_IN
781974,783754,CITY_IN
781979,783754,CITY_IN
781986,783754,CITY_IN
781988,783754,CITY_IN
782035,783754,CITY_IN
782037,783754,CITY_IN
782048,783754,CITY_IN
782049,783754,CITY_IN
782061,783754,CITY_IN
782070,783754,CITY_IN
782117,783754,CITY_IN
782131,783754,CITY_IN
782140,783754,CITY_IN
782155,783754,CITY_IN
782163,783754,CITY_IN
782169,783754,CITY_IN
782248,783754,CITY_IN
782250,783754,CITY_IN
782253,783754,CITY_IN
782270,783754,CITY_IN
782321,783754,CITY_IN
782355,783754,CITY_IN
782372,783754,CITY_IN
782393,783754,CITY_IN
782423,783754,CITY_IN
782443,783754,CITY_IN
782464,783754,CITY_IN
782498,783754,CITY_IN
782500,783754,CITY_IN
782519,783754,CITY_IN
782522,783754,CITY_IN
782523,783754,CITY_IN
782535,783754,CITY_IN
782544,783754,CITY_IN
782560,783754,CITY_IN
782576,783754,CITY_IN
782582,783754,CITY_IN
782611,783754,CITY_IN
782612,783754,CITY_IN
782622,783754,CITY_IN
782632,783754,CITY_IN
782658,783754,CITY_IN
782661,783754,CITY_IN
782672,783754,CITY_IN
782685,783754,CITY_IN
782756,783754,CITY_IN
782771,783754,CITY_IN
782791,783754,CITY_IN
782806,783754,CITY_IN
782807,783754,CITY_IN
782843,783754,CITY_IN
782856,783754,CITY_IN
782868,783754,CITY_IN
782906,783754,CITY_IN
782953,783754,CITY_IN
782963,783754,CITY_IN
782980,783754,CITY_IN
783059,783754,CITY_IN
783086,783754,CITY_IN
783111,783754,CITY_IN
783135,783754,CITY_IN
783148,783754,CITY_IN
783156,783754,CITY_IN
783158,783754,CITY_IN
783163,783754,CITY_IN
783170,783754,CITY_IN
783205,783754,CITY_IN
783207,783754,CITY_IN
783210,783754,CITY_IN
783212,783754,CITY_IN
783214,783754,CITY_IN
783231,783754,CITY_IN
783247,783754,CITY_IN
783254,783754,CITY_IN
783259,783754,CITY_IN
783263,783754,CITY_IN
783300,783754,CITY_IN
783343,783754,CITY_IN
783363,783754,CITY_IN
783370,783754,CITY_IN
783384,783754,CITY_IN
783408,783754,CITY_IN
783412,783754,CITY_IN
783446,783754,CITY_IN
783450,783754,CITY_IN
783461,783754,CITY_IN
783469,783754,CITY_IN
783479,783754,CITY_IN
783489,783754,CITY_IN
783493,783754,CITY_IN
783508,783754,CITY_IN
783519,783754,CITY_IN
783560,783754,CITY_IN
783590,783754,CITY_IN
783593,783754,CITY_IN
783606,783754,CITY_IN
783611,783754,CITY_IN
783629,783754,CITY_IN
783669,783754,CITY_IN
783695,783754,CITY_IN
783734,783754,CITY_IN
783739,783754,CITY_IN
793174,783754,CITY_IN
829569,783754,CITY_IN
832209,783754,CITY_IN
834294,783754,CITY_IN
865079,783754,CITY_IN
865098,783754,CITY_IN
865202,783754,CITY_IN
2525810,783754,CITY_IN
2595331,783754,CITY_IN
3183625,783754,CITY_IN
3183646,783754,CITY_IN
3183653,783754,CITY_IN
3183658,783754,CITY_IN
3183684,783754,CITY_IN
3183691,783754,CITY_IN
3183700,783754,CITY_IN
3183708,783754,CITY_IN
3183719,783754,CITY_IN
3183765,783754,CITY_IN
3183780,783754,CITY_IN
3183791,783754,CITY_IN
3183814,783754,CITY_IN
3183820,783754,CITY_IN
3183824,783754,CITY_IN
3183865,783754,CITY_IN
3183875,783754,CITY_IN
3183881,783754,CITY_IN
3183907,783754,CITY_IN
3183936,783754,CITY_IN
3183945,783754,CITY_IN
3183959,783754,CITY_IN
3184013,783754,CITY_IN
3184021,783754,CITY_IN
3184081,783754,CITY_IN
3184099,783754,CITY_IN
3184101,783754,CITY_IN
3184129,783754,CITY_IN
3184136,783754,CITY_IN
3184143,783754,CITY_IN
3184167,783754,CITY_IN
3184172,783754,CITY_IN
3184177,783754,CITY_IN
3184191,783754,CITY_IN
3184193,783754,CITY_IN
3184197,783754,CITY_IN
3184230,783754,CITY_IN
3184238,783754,CITY_IN
3184252,783754,CITY_IN
3184264,783754,CITY_IN
3184271,783754,CITY_IN
3184276,783754,CITY_IN
3184283,783754,CITY_IN
3184290,783754,CITY_IN
3184316,783754,CITY_IN
3184362,783754,CITY_IN
3184374,783754,CITY_IN
3184388,783754,CITY_IN
3184397,783754,CITY_IN
3184408,783754,CITY_IN
3184417,783754,CITY_IN
3184420,783754,CITY_IN
3184471,783754,CITY_IN
3184474,783754,CITY_IN
3184484,783754,CITY_IN
3184487,783754,CITY_IN
3184497,783754,CITY_IN
3184517,783754,CITY_IN
3184518,783754,CITY_IN
3184528,783754,CITY_IN
3184538,783754,CITY_IN
3184562,783754,CITY_IN
3184568,783754,CITY_IN
3184575,783754,CITY_IN
3184588,783754,CITY_IN
3184594,783754,CITY_IN
3184600,783754,CITY_IN
3184606,783754,CITY_IN
3184611,783754,CITY_IN
3184702,783754,CITY_IN
3184743,783754,CITY_IN
3184755,783754,CITY_IN
3184801,783754,CITY_IN
3184806,783754,CITY_IN
3184808,783754,CITY_IN
3184855,783754,CITY_IN
3184862,783754,CITY_IN
3184887,783754,CITY_IN
3184930,783754,CITY_IN
3184935,783754,CITY_IN
3184945,783754,CITY_IN
3184969,783754,CITY_IN
3184973,783754,CITY_IN
3185012,783754,CITY_IN
3185015,783754,CITY_IN
3185017,783754,CITY_IN
3185031,783754,CITY_IN
3185044,783754,CITY_IN
3185060,783754,CITY_IN
3185063,783754,CITY_IN
3185069,783754,CITY_IN
3185077,783754,CITY_IN
3185082,783754,CITY_IN
3185087,783754,CITY_IN
3185102,783754,CITY_IN
3185107,783754,CITY_IN
3185113,783754,CITY_IN
3185133,783754,CITY_IN
3185140,783754,CITY_IN
3185144,783754,CITY_IN
3185148,783754,CITY_IN
3185211,783754,CITY_IN
3185218,783754,CITY_IN
3185223,783754,CITY_IN
3185234,783754,CITY_IN
3185246,783754,CITY_IN
3185251,783754,CITY_IN
3185270,783754,CITY_IN
3185289,783754,CITY_IN
3185290,783754,CITY_IN
3185302,783754,CITY_IN
3185315,783754,CITY_IN
3185320,783754,CITY_IN
3185351,783754,CITY_IN
3185363,783754,CITY_IN
3185370,783754,CITY_IN
3185377,783754,CITY_IN
3185381,783754,CITY_IN
3185386,783754,CITY_IN
3185398,783754,CITY_IN
3185412,783754,CITY_IN
3185426,783754,CITY_IN
3185431,783754,CITY_IN
3185449,783754,CITY_IN
3185465,783754,CITY_IN
3185469,783754,CITY_IN
3185487,783754,CITY_IN
3185491,783754,CITY_IN
3185494,783754,CITY_IN
3185497,783754,CITY_IN
3185527,783754,CITY_IN
3185567,783754,CITY_IN
3185580,783754,CITY_IN
3185637,783754,CITY_IN
3185638,783754,CITY_IN
3185648,783754,CITY_IN
3185652,783754,CITY_IN
3185664,783754,CITY_IN
3185670,783754,CITY_IN
3185672,783754,CITY_IN
3185689,783754,CITY_IN
3185728,783754,CITY_IN
3185767,783754,CITY_IN
3185797,783754,CITY_IN
3185815,783754,CITY_IN
3185823,783754,CITY_IN
3185843,783754,CITY_IN
3185846,783754,CITY_IN
3185847,783754,CITY_IN
3185860,783754,CITY_IN
3185862,783754,CITY_IN
3185897,783754,CITY_IN
3185925,783754,CITY_IN
3185937,783754,CITY_IN
3185961,783754,CITY_IN
3185963,783754,CITY_IN
3185989,783754,CITY_IN
3186068,783754,CITY_IN
3186071,783754,CITY_IN
3186082,783754,CITY_IN
3186084,783754,CITY_IN
3186093,783754,CITY_IN
3186103,783754,CITY_IN
3186137,783754,CITY_IN
3186145,783754,CITY_IN
3186153,783754,CITY_IN
3186155,783754,CITY_IN
3186184,783754,CITY_IN
3186196,783754,CITY_IN
3186208,783754,CITY_IN
3315380,783754,CITY_IN
3315384,783754,CITY_IN
3343340,783754,CITY_IN
3343744,783754,CITY_IN
3343829,783754,CITY_IN
3343997,783754,CITY_IN
3344005,783754,CITY_IN
7932375,783754,CITY_IN
174703,174982,CITY_IN
174704,174982,CITY_IN
174706,174982,CITY_IN
174709,174982,CITY_IN
174710,174982,CITY_IN
174713,174982,CITY_IN
174714,174982,CITY_IN
174716,174982,CITY_IN
174717,174982,CITY_IN
174725,174982,CITY_IN
174726,174982,CITY_IN
174743,174982,CITY_IN
174755,174982,CITY_IN
174764,174982,CITY_IN
174769,174982,CITY_IN
174775,174982,CITY_IN
174776,174982,CITY_IN
174782,174982,CITY_IN
174794,174982,CITY_IN
174805,174982,CITY_IN
174820,174982,CITY_IN
174823,174982,CITY_IN
174828,174982,CITY_IN
174849,174982,CITY_IN
174875,174982,CITY_IN
174884,174982,CITY_IN
174895,174982,CITY_IN
174904,174982,CITY_IN
174907,174982,CITY_IN
174918,174982,CITY_IN
174931,174982,CITY_IN
174940,174982,CITY_IN
174941,174982,CITY_IN
174942,174982,CITY_IN
174947,174982,CITY_IN
174964,174982,CITY_IN
174965,174982,CITY_IN
174968,174982,CITY_IN
174969,174982,CITY_IN
174972,174982,CITY_IN
174979,174982,CITY_IN
174980,174982,CITY_IN
174983,174982,CITY_IN
174984,174982,CITY_IN
174991,174982,CITY_IN
174997,174982,CITY_IN
175002,174982,CITY_IN
175006,174982,CITY_IN
175007,174982,CITY_IN
391233,174982,CITY_IN
612561,174982,CITY_IN
613075,174982,CITY_IN
616034,174982,CITY_IN
616037,174982,CITY_IN
616039,174982,CITY_IN
616046,174982,CITY_IN
616052,174982,CITY_IN
616053,174982,CITY_IN
616055,174982,CITY_IN
616056,174982,CITY_IN
616060,174982,CITY_IN
616061,174982,CITY_IN
616062,174982,CITY_IN
616065,174982,CITY_IN
616071,174982,CITY_IN
616072,174982,CITY_IN
616076,174982,CITY_IN
616094,174982,CITY_IN
616097,174982,CITY_IN
616100,174982,CITY_IN
616101,174982,CITY_IN
616103,174982,CITY_IN
616108,174982,CITY_IN
616109,174982,CITY_IN
616117,174982,CITY_IN
616119,174982,CITY_IN
616120,174982,CITY_IN
616121,174982,CITY_IN
616123,174982,CITY_IN
616136,174982,CITY_IN
616137,174982,CITY_IN
616138,174982,CITY_IN
616139,174982,CITY_IN
616150,174982,CITY_IN
616158,174982,CITY_IN
616159,174982,CITY_IN
616160,174982,CITY_IN
616174,174982,CITY_IN
616178,174982,CITY_IN
616184,174982,CITY_IN
616187,174982,CITY_IN
616194,174982,CITY_IN
616199,174982,CITY_IN
616202,174982,CITY_IN
616208,174982,CITY_IN
616211,174982,CITY_IN
616213,174982,CITY_IN
616220,174982,CITY_IN
616224,174982,CITY_IN
616230,174982,CITY_IN
616231,174982,CITY_IN
616250,174982,CITY_IN
616255,174982,CITY_IN
616259,174982,CITY_IN
616262,174982,CITY_IN
616265,174982,CITY_IN
616273,174982,CITY_IN
616278,174982,CITY_IN
616288,174982,CITY_IN
616289,174982,CITY_IN
616290,174982,CITY_IN
616291,174982,CITY_IN
616297,174982,CITY_IN
616299,174982,CITY_IN
616303,174982,CITY_IN
616306,174982,CITY_IN
616320,174982,CITY_IN
616328,174982,CITY_IN
616330,174982,CITY_IN
616333,174982,CITY_IN
616340,174982,CITY_IN
616341,174982,CITY_IN
616345,174982,CITY_IN
616350,174982,CITY_IN
616352,174982,CITY_IN
616356,174982,CITY_IN
616359,174982,CITY_IN
616361,174982,CITY_IN
616375,174982,CITY_IN
616383,174982,CITY_IN
616385,174982,CITY_IN
616391,174982,CITY_IN
616396,174982,CITY_IN
616399,174982,CITY_IN
616400,174982,CITY_IN
616401,174982,CITY_IN
616403,174982,CITY_IN
616410,174982,CITY_IN
616411,174982,CITY_IN
616412,174982,CITY_IN
616416,174982,CITY_IN
616417,174982,CITY_IN
616418,174982,CITY_IN
616421,174982,CITY_IN
616424,174982,CITY_IN
616429,174982,CITY_IN
616435,174982,CITY_IN
616438,174982,CITY_IN
616441,174982,CITY_IN
616442,174982,CITY_IN
616445,174982,CITY_IN
616446,174982,CITY_IN
616453,174982,CITY_IN
616456,174982,CITY_IN
616464,174982,CITY_IN
616465,174982,CITY_IN
616471,174982,CITY_IN
616474,174982,CITY_IN
616476,174982,CITY_IN
616479,174982,CITY_IN
616480,174982,CITY_IN
616481,174982,CITY_IN
616484,174982,CITY_IN
616488,174982,CITY_IN
616489,174982,CITY_IN
616492,174982,CITY_IN
616522,174982,CITY_IN
616523,174982,CITY_IN
616530,174982,CITY_IN
616535,174982,CITY_IN
616537,174982,CITY_IN
616554,174982,CITY_IN
616572,174982,CITY_IN
616573,174982,CITY_IN
616576,174982,CITY_IN
616590,174982,CITY_IN
616593,174982,CITY_IN
616598,174982,CITY_IN
616599,174982,CITY_IN
616617,174982,CITY_IN
616620,174982,CITY_IN
616627,174982,CITY_IN
616629,174982,CITY_IN
616631,174982,CITY_IN
616632,174982,CITY_IN
616634,174982,CITY_IN
616635,174982,CITY_IN
616639,174982,CITY_IN
616645,174982,CITY_IN
616646,174982,CITY_IN
616648,174982,CITY_IN
616650,174982,CITY_IN
616657,174982,CITY_IN
616659,174982,CITY_IN
616668,174982,CITY_IN
616669,174982,CITY_IN
616682,174982,CITY_IN
616692,174982,CITY_IN
616697,174982,CITY_IN
616699,174982,CITY_IN
616701,174982,CITY_IN
616702,174982,CITY_IN
616712,174982,CITY_IN
616716,174982,CITY_IN
616719,174982,CITY_IN
616722,174982,CITY_IN
616724,174982,CITY_IN
616729,174982,CITY_IN
616735,174982,CITY_IN
616741,174982,CITY_IN
616742,174982,CITY_IN
616744,174982,CITY_IN
616748,174982,CITY_IN
616752,174982,CITY_IN
616757,174982,CITY_IN
616763,174982,CITY_IN
616769,174982,CITY_IN
616773,174982,CITY_IN
616786,174982,CITY_IN
616789,174982,CITY_IN
616790,174982,CITY_IN
616791,174982,CITY_IN
616792,174982,CITY_IN
616802,174982,CITY_IN
616806,174982,CITY_IN
616822,174982,CITY_IN
616823,174982,CITY_IN
616824,174982,CITY_IN
616828,174982,CITY_IN
616835,174982,CITY_IN
616844,174982,CITY_IN
616849,174982,CITY_IN
616850,174982,CITY_IN
616851,174982,CITY_IN
616853,174982,CITY_IN
616855,174982,CITY_IN
616872,174982,CITY_IN
616874,174982,CITY_IN
616877,174982,CITY_IN
616879,174982,CITY_IN
616881,174982,CITY_IN
616882,174982,CITY_IN
616888,174982,CITY_IN
616898,174982,CITY_IN
616912,174982,CITY_IN
616913,174982,CITY_IN
616914,174982,CITY_IN
616915,174982,CITY_IN
616916,174982,CITY_IN
616917,174982,CITY_IN
616918,174982,CITY_IN
616920,174982,CITY_IN
616921,174982,CITY_IN
616931,174982,CITY_IN
616932,174982,CITY_IN
616933,174982,CITY_IN
616935,174982,CITY_IN
616936,174982,CITY_IN
616938,174982,CITY_IN
616944,174982,CITY_IN
616953,174982,CITY_IN
616954,174982,CITY_IN
616955,174982,CITY_IN
616971,174982,CITY_IN
616974,174982,CITY_IN
616981,174982,CITY_IN
616982,174982,CITY_IN
616989,174982,CITY_IN
617002,174982,CITY_IN
617003,174982,CITY_IN
617018,174982,CITY_IN
617019,174982,CITY_IN
617026,174982,CITY_IN
617027,174982,CITY_IN
793638,174982,CITY_IN
793672,174982,CITY_IN
793693,174982,CITY_IN
799614,174982,CITY_IN
823723,174982,CITY_IN
823745,174982,CITY_IN
823748,174982,CITY_IN
823749,174982,CITY_IN
823755,174982,CITY_IN
823791,174982,CITY_IN
823793,174982,CITY_IN
823797,174982,CITY_IN
823800,174982,CITY_IN
823802,174982,CITY_IN
823805,174982,CITY_IN
823807,174982,CITY_IN
823808,174982,CITY_IN
823809,174982,CITY_IN
823810,174982,CITY_IN
