geonames_id:ID,latitude:double,longitude:double,country_uuid,country_name,:LABEL
3439705,-32.5228,-55.7658,eb75864d-0734-47ad-a450-b619fba74fa4,Uruguay,Country
3469034,-14.235,-51.9253,564b1838-c8c2-4945-9384-e971db0740f4,Brazil,Country
3474414,-51.7963,-59.5236,f4a0c07a-51fc-4618-ad7e-8cff8d49a98a,Falkland Islands,Country
3474415,-54.4296,-36.5879,2bbce727-f741-4573-a074-c505e32861e3,South Georgia and the South Sandwich Islands,Country
3489940,18.1096,-77.2975,0c2f09e2-e27c-4878-af78-4d01b827c8d2,Jamaica,Country
3508796,18.7357,-70.1627,d0d7fa91-de8d-4166-98f2-9e24daf422eb,Dominican Republic,Country
3562981,21.5218,-77.7812,16983e57-92a2-4f2f-bae7-6b1339a5c5ff,Cuba,Country
3570311,14.6415,-61.0242,7cc74b5b-47f1-4599-b1d3-0e2d029723be,Martinique,Country
3572887,25.0343,-77.3963,1c33f821-d3a1-4b3c-8e99-0b20f41c8e71,Bahamas,Country
3573345,32.3078,-64.7505,e1f6d4bc-29c3-4100-b5a9-45f1200e903b,Bermuda,Country
3573511,18.2206,-63.0686,deee6183-d85a-4062-b210-b7ef7fd4116c,Anguilla,Country
3573591,10.6918,-61.2225,b474697e-874b-492b-b6a4-a564141ec366,Trinidad and Tobago,Country
3575174,17.3578,-62.783,bf0a7f38-2aaa-499e-8ea1-aea1c09628d3,St Kitts and Nevis,Country
3575830,15.415,-61.371,4d55cef8-3f1d-43ea-bdec-eb52a322f28f,Dominica,Country
3576396,17.0608,-61.7964,bd6846f2-9eb0-4172-a454-83647e203560,Antigua and Barbuda,Country
3576468,13.9094,-60.9789,a4968174-f953-4b3e-af9d-fa3de876f3f6,Saint Lucia,Country
3576916,21.694,-71.7979,5b404767-aba7-4ab9-a579-805a044898f6,Turks and Caicos Islands,Country
3577279,12.5211,-69.9683,7a9a1235-fcd5-403c-8767-b1a39ab6e1ba,Aruba,Country
3577718,18.4207,-64.64,3ded37d3-d992-45f8-b1ac-8de7eb911982,British Virgin Islands,Country
3577815,12.9843,-61.2872,406eae65-26ae-4584-8e73-cd2c11407ce7,Saint Vincent and the Grenadines,Country
3578097,16.7425,-62.1874,56af229b-a7e8-46b6-a570-afce756569e5,Montserrat,Country
3578421,18.0708,-63.0501,383a2c59-50a3-491d-bc9f-3f03169704df,Saint Martin,Country
3578476,17.9,-62.8333,252355e1-2aaf-4d58-a0ef-96d881999cce,Saint-Barthelemy,Country
3579143,16.265,-61.551,ff5ca7ea-ef11-4fef-af5b-a3e1152b6ac0,Guadeloupe,Country
3580239,12.1165,-61.679,dc0c8101-a31a-46b9-b523-b9c54668e694,Grenada,Country
3580718,19.3133,-81.2546,3ca00f4a-d853-46b6-a62c-b649aee83a17,Cayman Islands,Country
3582678,17.1899,-88.4976,9c785673-2248-41c8-b619-6f3899875071,Belize,Country
3585968,13.7942,-88.8965,a029f569-6517-4926-ae8b-40b15421f150,El Salvador,Country
3595528,15.7835,-90.2308,ad7cc1a5-1934-42b5-89d9-1821ad56e31c,Guatemala,Country
3608932,15.2,-86.2419,9782d181-a642-47cb-9ef8-a52b0d3f2923,Honduras,Country
3617476,12.8654,85.2072,1e7452fb-de17-461e-ba44-b2a4e39ad3b3,Nicaragua,Country
3624060,9.7489,-83.7534,900330ca-0154-42e6-bf9d-ff7d62d3bb2d,Costa Rica,Country
3625428,6.4238,-66.5897,5a5a95a2-cf0f-450d-9b20-54d7d10f1375,Venezuela,Country
3658394,-1.8312,-78.1834,d16e5385-3ea9-48f5-bcde-49099871bdd9,Ecuador,Country
3686110,4.5709,-74.2973,53f5bfdb-4d9d-41e4-beaf-981055ea7b34,Colombia,Country
3703430,8.538,-80.7821,31c95ba8-5c90-4c1a-9d92-7ea3d556167a,Panama,Country
3723988,18.9712,-72.2852,6ac5acaa-185d-4013-876a-31d85c35e91f,Haiti,Country
3865483,-38.4161,-63.6167,b5c4a0b9-1d60-4670-80df-1d5dc73641fe,Argentina,Country
3895114,-35.6751,-71.543,791eb670-d6d1-4c12-a29f-c9ba3ff8ab30,Chile,Country
3923057,-16.2902,-63.5887,c5156085-60c9-4158-8cf6-565a6b0aa897,Bolivia,Country
3932488,-9.19,-75.0152,ba65df13-c03a-4f51-bf67-800b020bcb34,Peru,Country
3996063,23.6345,-102.5528,bb04b0a7-84d1-400e-9188-25488ac9fe90,Mexico,Country
4030656,-17.6797,-149.4068,e7c3d62e-d302-4a3f-9e62-9cc7cf68870a,French Polynesia,Country
4030699,-24.3768,-128.3242,afb3aa32-d6db-4335-b4b4-5a83ab3e5261,Pitcairn Islands,Country
4030945,-3.3704,-168.734,faada0e9-3365-4e31-9859-97e323a1f01d,Kiribati,Country
4031074,-9.2002,-171.8484,adb2104d-9bd4-4d6d-a2b4-6f57e5bcaebc,Tokelau,Country
4032283,-21.179,-175.1982,1642925c-7b39-47ef-8345-23a44a13485c,Tonga,Country
4034749,-14.2938,-178.1165,8141ae4e-0cec-4cdb-a2c9-cea90d6dc820,Wallis and Futuna,Country
4034894,-13.759,-172.1046,6270c7fc-d670-4f26-a716-a8459137f30d,Samoa,Country
4036232,-19.0544,-169.8672,1f1a028b-dfb8-43a1-98b9-5e50512ec8be,Niue,Country
4041468,15.0979,145.6739,a040e6c6-7ce4-441f-8907-fb8484756f32,Northern Mariana Islands,Country
4043988,13.4443,144.7937,b760d7af-ef52-4b50-9e3e-aaebca5abcdb,Guam,Country
4566966,18.2208,-66.5901,0210f30b-4260-4ecc-b113-83264e0501c8,Puerto Rico,Country
4796775,18.3358,-64.8963,4e3284a4-0a24-463f-aec9-5c35288ca4d1,U.S. Virgin Islands,Country
5854968,19.2823,-166.647,103c69bb-2c74-4b7d-af59-b5f5719b9ca2,U.S. Minor Outlying Islands,Country
5880801,-14.271,-170.1322,d91c1e93-30ac-44a3-868e-3a8b98944881,American Samoa,Country
6251999,56.1304,-106.3468,4130b489-78e4-460b-ace8-9e230a5c72ec,Canada,Country
6252001,37.0902,-95.7129,388fcbcf-00b6-40d7-b399-79f30d2aefa1,United States,Country
6254930,31.9522,35.2332,090fd2a6-584b-422a-bbcc-07c0b04ce63e,Palestine,Country
6290252,44.0165,21.0059,23423fb2-5e29-45b8-97ab-30d5b293a6e4,Serbia,Country
6697173,-82.8628,135,1c8b6f67-108f-46e4-a1bf-3a90d2feba5f,Antarctica,Country
7609695,18.0425,-63.0548,ced2fdcd-65cc-47bf-a787-194606cda2e6,Sint Maarten,Country
7626836,12.1696,-68.99,cb56ed33-077b-43a6-ba2c-fd4920b9c420,Curacao,Country
7626844,12.1784,-68.2385,603e8d60-4225-4d5b-bf9a-571a178fc095,Bonaire Sint Eustatius and Saba,Country
7909807,6.877,31.307,97e6fe35-0f8b-4d67-a8f8-f49e7899a0e8,South Sudan,Country
